Apartment,sqft_Floor_Area,Bedrooms,Attached_Bathrooms,Balcony,Pantry_and_Kitechen,Living_area_Launch,Made_s_room,Washing_Room,Store_Room,A_C,TwentyFour_hours_Security,Swimming_pool,Gym,Roof_Terrace,Location,Car_parkings,price_Million
2BR Quality Modern Luxury Living at the Heart...,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,17.14285714
"Penthouses in Colombo for sale Shangri-La, CCC,...",1320,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,17.14285714
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",900,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,17.14285714
Shangri-la Apartment for Sale,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,17.14285714
SHANGRI-LA Two Bedroom Apartment For Sale,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,17.14285714
Altair 4 Bedroom Luxurious Apartment for Sale...,1420,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.92857143
Beira / Ocean View Luxury Apartment at Capitol...,1376,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.71428571
447 Luna Tower - Type D (3 bedrooms),1485,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.71428571
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,985,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.71428571
"Altair, 03 Bedroom Unfurnished Appartment for...",1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.71428571
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1080,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",800,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,900,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
Colombo 1 One Galle Face 4BR Apartment F...,750,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
CINNAMON LIFE Three Bedroom Apartment for sale...,1020,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
"447 Luna Tower - Union Place, Colombo 02 | Type...",1050,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
1 Bedroom Apartment For Sale In Colombo 2 For...,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
OnThree20 - 04 Bedroom Apartment for Sa...,1120,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
Luxury Apartment for Sale in Colombo 2 CA585,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.60714286
Shangri-la Apartment for Sale,1407,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
CINNAMON LIFE Three Bedroom Apartment for sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"447 Luna Tower - Union Place, Colombo 02 | Type...",940,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"447 Luna Tower - Union Place, Colombo 02 - Type...",1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
447 Luna Tower - Type D (3 bedrooms),1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
OnThree20 - 04 Bedroom Apartment for Sa...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
55 Million value Apartment selling for 50 Million...,1300,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Luxury Apartment for Sale in Colombo 2 CA585,700,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,750,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
3bed with 2 car parks at On320,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Furnished Brand New - 3 Bedrooms At Altair,1225,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Beira / Ocean View Luxury Apartment at Capitol...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
447 Luna Tower - Type D (3 bedrooms),1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
OnThree20 03 BedRoom Furnished Apartment for Sale...,780,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Shangri La Apartment 2 Bedroom Furnished Apartment...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,1100,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
2 Bedroom Apartment for Sale in One Galle Face...,1196,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Luxury Apartment For Sale In One Galle Face -...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Colombo 1 One Galle Face 4BR Apartment F...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
SHANGRI-LA Two Bedroom Apartment For Sale,1120,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
CINNAMON LIFE Three Bedroom Apartment for sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Two bedrooms apartment for sale in Shangri-la...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"447 Luna Tower - Union Place, Colombo 02 | Type...",1260,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
55 Million value Apartment selling for 50 Million...,1320,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,1380,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
3bed with 2 car parks at On320,800,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Beira / Ocean View Luxury Apartment at Capitol...,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
447 Luna Tower - Type D (3 bedrooms),1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"On320, 02 Bedroom Fully Furnished Apartment For...",1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
447 Luna Tower 02 Bedroom Unfurnished Apartment...,750,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Shangri La Apartment 2 Bedroom Furnished Apartment...,1000,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
2BR Quality Modern Luxury Living at the Heart...,900,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",840,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Shangri-la Apartment for Sale,1280,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Colombo 1 One Galle Face 4BR Apartment F...,1313,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Two bedrooms apartment for sale in Shangri-la...,1000,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
1 Bedroom Apartment For Sale In Colombo 2 For...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
On320 2 Bedroom Furnished Apartment for ...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
55 Million value Apartment selling for 50 Million...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1490,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Luxury 4 Bedroom apartment for sale in Colombo...,930,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Beira / Ocean View Luxury Apartment at Capitol...,1000,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Shangri La Apartment 2 Bedroom Furnished Apartment...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
2BR Quality Modern Luxury Living at the Heart...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
2 Bedroom Apartment for Sale in One Galle Face...,875,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Luxury Apartment For Sale In One Galle Face -...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,1300,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
SHANGRI-LA Two Bedroom Apartment For Sale,1018,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
CINNAMON LIFE Three Bedroom Apartment for sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
Two bedrooms apartment for sale in Shangri-la...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"447 Luna Tower - Union Place, Colombo 02 | Type...",840,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
OnThree20 - 04 Bedroom Apartment for Sa...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
3bed with 2 car parks at On320,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,16.07142857
"Altair, 03 Bedroom Unfurnished Appartment for...",1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.96428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,1080,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.96428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.96428571
Shangri La Apartment 2 Bedroom Furnished Apartment...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.96428571
The One Gall face residence (Shangri-La) For Sale...,1010,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.85714286
Move into one of the finest units at Shangri-La...,675,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.85714286
2 Bedroom Apartment for Sale in One Galle Face...,1235,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.85714286
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.85714286
Two bedrooms apartment for sale in Shangri-la...,1050,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.75
Altair 4 Bedroom Luxurious Apartment for Sale...,1276,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.64285714
Luxury Apartment for Sale in Colombo 2 CA585,1300,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,1120,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Beira / Ocean View Luxury Apartment at Capitol...,1455,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
"On320, 02 Bedroom Fully Furnished Apartment For...",1480,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
OnThree20 03 Bedroom Furnished Apartment for Sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Apartment for Sale - The Residences at One Galle...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Move into one of the finest units at Shangri-La...,1464,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
2 Bedroom Apartment for Sale in One Galle Face...,600,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Luxury Apartment For Sale In One Galle Face -...,1100,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Colombo 1 One Galle Face 4BR Apartment F...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Brand New 02 Bedroom Untouched Apartment for sale...,1140,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
On320 2 Bedroom Furnished Apartment for ...,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Best Price | 2 bedroom large layout | furnished...,1200,2,1,3,1,2,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
3bed with 2 car parks at On320,900,2,1,2,1,1,1,1,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Furnished Brand New - 3 Bedrooms At Altair,1300,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.53571429
"Altair, 03 Bedroom Unfurnished Appartment for...",1500,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.32142857
OnThree20 03 BedRoom Furnished Apartment for Sale...,1463,3,2,3,1,2,1,2,1,Yes,Yes,No,No,No,Kottawa,3,15.21428571
CINNAMON LIFE Three Bedroom Apartment for sale...,880,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
Two bedrooms apartment for sale in Shangri-la...,1350,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
1 Bedroom Apartment For Sale In Colombo 2 For...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Colombo.02 Shangri La 02 Bedroom Apartment For...,1468,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
On320 2 Bedroom Furnished Apartment for ...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,1000,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
3bed with 2 car parks at On320,1330,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
447 Luna Tower - Type D (3 bedrooms),1350,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
"Altair, 03 Bedroom Unfurnished Appartment for...",1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,1466,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
2BR Quality Modern Luxury Living at the Heart...,910,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
2 Bedroom Apartment for Sale in One Galle Face...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Colombo 1 One Galle Face 4BR Apartment F...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Brand New 02 Bedroom Untouched Apartment for sale...,946,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
447 Luna Tower - Type D (3 bedrooms),1315,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
1 Bedroom Apartment For Sale In Colombo 2 For...,1350,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
Colombo.02 Shangri La 02 Bedroom Apartment For...,1000,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
OnThree20 - 04 Bedroom Apartment for Sa...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Cinnamon Life 2 Bedroom Luxuriously Furnished...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
55 Million value Apartment selling for 50 Million...,900,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1235,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,1150,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Luxury 4 Bedroom apartment for sale in Colombo...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
3bed with 2 car parks at On320,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
"Altair, 03 Bedroom Unfurnished Appartment for...",1485,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
"On320, 02 Bedroom Fully Furnished Apartment For...",1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
OnThree20 03 Bedroom Furnished Apartment for Sale...,820,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
OnThree20 03 BedRoom Furnished Apartment for Sale...,675,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
Shangri La Apartment 2 Bedroom Furnished Apartment...,984,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
"Penthouses in Colombo for sale Shangri-La, CCC,...",1500,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
2 Bedroom Apartment for Sale in One Galle Face...,800,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
Shangri-la Apartment for Sale,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Apartment for Sale in Shangri-la Residence / One...,700,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,15
"447 Luna Tower - Union Place, Colombo 02 - Type...",1490,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,15
447 Luna Tower - Type D (3 bedrooms),1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
1 Bedroom Apartment For Sale In Colombo 2 For...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,15
Colombo.02 Shangri La 02 Bedroom Apartment For...,560,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,14.94642857
OnThree20 - 04 Bedroom Apartment for Sa...,1500,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,14.89285714
Cinnamon Life 2 Bedroom Luxuriously Furnished...,650,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,14.89285714
Cinnamon Life Fully Furnished 2 Bed Apartment...,540,2,1,2,1,1,1,1,1,No,No,No,No,No,Kottawa,3,14.89285714
55 Million value Apartment selling for 50 Million...,1250,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,14.89285714
3bed with 2 car parks at On320,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,14.89285714
Beira / Ocean View Luxury Apartment at Capitol...,1200,2,1,3,1,2,1,1,1,No,No,No,No,No,Kottawa,3,14.89285714
"Altair, 03 Bedroom Unfurnished Appartment for...",1356,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,14.89285714
OnThree20 03 BedRoom Furnished Apartment for Sale...,1500,3,2,3,1,2,1,2,1,No,No,No,No,No,Kottawa,3,14.78571429
OnThree20 - 04 Bedroom Apartment for Sa...,3596,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.89285714
On320 2 Bedroom Furnished Apartment for ...,2023,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Cinnamon Life 2 Bedroom Luxuriously Furnished...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Cinnamon Life Fully Furnished 2 Bed Apartment...,2292,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
55 Million value Apartment selling for 50 Million...,2215,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Best Price | 2 bedroom large layout | furnished...,3640,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Luxury Apartment for Sale in Colombo 2 CA585,2100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Luxury 4 Bedroom apartment for sale in Colombo...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
447 Luna Tower - Type D (3 bedrooms),3400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
447 Luna Tower - Type C2 (2 bedrooms),5425,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,2750,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
"Altair, 03 Bedroom Unfurnished Appartment for...",3005,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
"Altair, 03 Bedroom Unfurnished Appartment for...",2215,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
"On320, 02 Bedroom Fully Furnished Apartment For...",2200,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
OnThree20 03 Bedroom Furnished Apartment for Sale...,1718,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.46428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,2180,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.25
OnThree20 03 BedRoom Furnished Apartment for Sale...,4260,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.14285714
Apartment for Sale - The Residences at One Galle...,3035,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Maradana,3,29.03571429
Colombo 1 One Galle Face 4BR Apartment F...,2733,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.94642857
Brand New 02 Bedroom Untouched Apartment for sale...,3356,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.89285714
SHANGRI-LA Two Bedroom Apartment For Sale,2710,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.89285714
Luxury Apartment For Sale in Colombo 1,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.89285714
CINNAMON LIFE Three Bedroom Apartment for sale...,3596,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.89285714
"447 Luna Tower - Union Place, Colombo 02 - Type...",1800,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
447 Luna Tower - Type D (3 bedrooms),4111,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Altair 4 Bedroom Luxurious Apartment for Sale...,2160,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
On320 2 Bedroom Furnished Apartment for ...,3800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Cinnamon Life 2 Bedroom Luxuriously Furnished...,2825,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Cinnamon Life Fully Furnished 2 Bed Apartment...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Best Price | 2 bedroom large layout | furnished...,2500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Luxury Apartment for Sale in Colombo 2 CA585,2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,3012,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Luxury 4 Bedroom apartment for sale in Colombo...,3245,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Furnished Brand New - 3 Bedrooms At Altair,2526,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
Beira / Ocean View Luxury Apartment at Capitol...,2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
447 Luna Tower - Type D (3 bedrooms),4500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
447 Luna Tower - Type C2 (2 bedrooms),1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Mattakkuliya,3,26.78571429
